 region                                  model                                                              sku   limit   used  available  unit
        eastus                            gpt4.1-mini                              OpenAI.DataZoneStandard.gpt4.1-mini    2000    100       1900 Count
        eastus                            gpt4.1-nano                              OpenAI.DataZoneStandard.gpt4.1-nano    2000      0       2000 Count
        eastus                                gpt-4.1                                       OpenAI.GlobalBatch.gpt-4.1  200000      0     200000 Count
        eastus                                gpt-4.1                                     OpenAI.DataZoneBatch.gpt-4.1   30000      0      30000 Count
        eastus                           gpt-4.1-nano                                  OpenAI.GlobalBatch.gpt-4.1-nano  200000      0     200000 Count
        eastus                           gpt-4.1-mini                                OpenAI.DataZoneBatch.gpt-4.1-mini  100000      0     100000 Count
        eastus                           gpt-4.1-nano                                OpenAI.DataZoneBatch.gpt-4.1-nano   30000      0      30000 Count
        eastus                                  gpt-5                                      OpenAI.GlobalStandard.gpt-5    1000      0       1000 Count
        eastus                             gpt-5-mini                                 OpenAI.GlobalStandard.gpt-5-mini    1000      0       1000 Count
        eastus                             gpt-5-nano                                 OpenAI.GlobalStandard.gpt-5-nano    5000      0       5000 Count
        eastus                                  gpt-5                                    OpenAI.DataZoneStandard.gpt-5     300      0        300 Count
        eastus                             gpt-5-mini                               OpenAI.DataZoneStandard.gpt-5-mini     300      0        300 Count
        eastus                             gpt-5-nano                               OpenAI.DataZoneStandard.gpt-5-nano    2000      0       2000 Count
        eastus                                  gpt-5                                         OpenAI.GlobalBatch.gpt-5  200000      0     200000 Count
        eastus                                  gpt-5                                       OpenAI.DataZoneBatch.gpt-5  200000      0     200000 Count
        eastus                           AccountCount                                       AIServices.S0.AccountCount     100      8         92 Count
        eastus                                   MaaS                                   AIServices.GlobalStandard.MaaS     600      2        598 Count
        eastus                  Ministral-3B-finetune                  AIServices.GlobalStandard.Ministral-3B-finetune    1000      0       1000 Count
        eastus                            DeepSeek-R1                            AIServices.GlobalStandard.DeepSeek-R1    1000      0       1000 Count
        eastus                       DeepSeek-R1-0528                       AIServices.GlobalStandard.DeepSeek-R1-0528    1000      0       1000 Count
        eastus                       DeepSeek-V3-0324                       AIServices.GlobalStandard.DeepSeek-V3-0324    1000      0       1000 Count
        eastus                          DeepSeek-V3.1                          AIServices.GlobalStandard.DeepSeek-V3.1    1000      0       1000 Count
        eastus Llama-4-Maverick-17B-128E-Instruct-FP8 AIServices.GlobalStandard.Llama-4-Maverick-17B-128E-Instruct-FP8     250      0        250 Count
        eastus                 Llama-3.3-70B-Instruct                 AIServices.GlobalStandard.Llama-3.3-70B-Instruct     250      0        250 Count
        eastus                       Cohere-Command-A                       AIServices.GlobalStandard.Cohere-Command-A     100      0        100 Count
        eastus                            Embed-V-4-0                            AIServices.GlobalStandard.Embed-V-4-0     100      0        100 Count
        eastus                           gpt-oss-120b                           AIServices.GlobalStandard.gpt-oss-120b    5000    250       4750 Count
        eastus                              MAI-DS-R1                              AIServices.GlobalStandard.MAI-DS-R1    1000  10000      -9000 Count
        eastus                           FLUX-1.1-pro                           AIServices.GlobalStandard.FLUX-1.1-pro      30      0         30 Count
        eastus                           FLUX-1.1-pro                         AIServices.DataZoneStandard.FLUX-1.1-pro      30      0         30 Count
        eastus                     FLUX.1-Kontext-pro                     AIServices.GlobalStandard.FLUX.1-Kontext-pro      30      0         30 Count
        eastus                     FLUX.1-Kontext-pro                   AIServices.DataZoneStandard.FLUX.1-Kontext-pro      30      0         30 Count
        eastus               mistral-document-ai-2505               AIServices.GlobalStandard.mistral-document-ai-2505      60     30         30 Count
        eastus               mistral-document-ai-2505             AIServices.DataZoneStandard.mistral-document-ai-2505      60      0         60 Count
        eastus                                 grok-3                                 AIServices.GlobalStandard.grok-3    1000      0       1000 Count
        eastus                            grok-3-mini                            AIServices.GlobalStandard.grok-3-mini    1000      0       1000 Count
        eastus                                 grok-3                               AIServices.DataZoneStandard.grok-3     300      0        300 Count
        eastus                            grok-3-mini                          AIServices.DataZoneStandard.grok-3-mini     300      0        300 Count
        eastus                  grok-4-fast-reasoning                  AIServices.GlobalStandard.grok-4-fast-reasoning    1000      0       1000 Count
        eastus              grok-4-fast-non-reasoning              AIServices.GlobalStandard.grok-4-fast-non-reasoning    1000      0       1000 Count
        eastus                  grok-4-fast-reasoning                AIServices.DataZoneStandard.grok-4-fast-reasoning     300      0        300 Count
        eastus              grok-4-fast-non-reasoning            AIServices.DataZoneStandard.grok-4-fast-non-reasoning     300      0        300 Count
        eastus                           AccountCount                                                     AccountCount     200     19        181 Count
